class	frame	xtl	ytl	xbr	ybr
3.24	2018-03-23_1352_right-2/004705	416	846	516	941
3.1	2018-03-23_1352_right-2/004705	1379	996	1403	1019
3.24	2018-03-23_1352_right-2/004706	407	844	521	934
3.1	2018-03-23_1352_right-2/004706	1384	993	1408	1014
3.27	2018-03-23_1352_right-2/004707	392	842	504	945
3.1	2018-03-23_1352_right-2/004707	1375	1002	1400	1025
3.24	2018-03-23_1352_right-2/004708	394	835	504	933
3.1	2018-03-23_1352_right-2/004708	1383	995	1409	1017
3.24	2018-03-23_1352_right-2/004709	384	836	493	938
3.1	2018-03-23_1352_right-2/004709	1382	998	1406	1021
3.24	2018-03-23_1352_right-2/004710	375	835	484	938
3.1	2018-03-23_1352_right-2/004710	1381	1000	1404	1022
3.24	2018-03-23_1352_right-2/004711	370	832	474	933
3.1	2018-03-23_1352_right-2/004711	1385	995	1411	1019
3.24	2018-03-23_1352_right-2/004712	354	825	469	928
3.1	2018-03-23_1352_right-2/004712	1387	991	1412	1015
3.27	2018-03-23_1352_right-2/004713	344	829	462	924
3.1	2018-03-23_1352_right-2/004713	1385	993	1409	1017
3.24	2018-03-23_1352_right-2/004714	333	818	458	923
3.1	2018-03-23_1352_right-2/004714	1390	985	1414	1007
3.24	2018-03-23_1352_right-2/004715	324	824	440	925
3.1	2018-03-23_1352_right-2/004715	1387	994	1412	1016
3.24	2018-03-23_1352_right-2/004716	313	815	429	925
3.1	2018-03-23_1352_right-2/004716	1390	985	1415	1007
3.27	2018-03-23_1352_right-2/004717	300	818	420	933
3.1	2018-03-23_1352_right-2/004717	1389	994	1413	1016
3.24	2018-03-23_1352_right-2/004718	289	817	410	929
3.1	2018-03-23_1352_right-2/004718	1389	991	1416	1016
3.24	2018-03-23_1352_right-2/004719	282	814	399	924
3.1	2018-03-23_1352_right-2/004719	1389	990	1413	1012
3.24	2018-03-23_1352_right-2/004720	262	813	387	926
3.1	2018-03-23_1352_right-2/004720	1386	996	1412	1020
3.27	2018-03-23_1352_right-2/004721	249	802	379	917
3.1	2018-03-23_1352_right-2/004721	1388	983	1415	1007
3.24	2018-03-23_1352_right-2/004722	235	810	363	913
3.1	2018-03-23_1352_right-2/004722	1389	994	1415	1018
3.24	2018-03-23_1352_right-2/004723	223	789	352	906
3.1	2018-03-23_1352_right-2/004723	1386	982	1412	1006
3.24	2018-03-23_1352_right-2/004724	214	794	339	912
3.1	2018-03-23_1352_right-2/004724	1389	987	1414	1010
3.24	2018-03-23_1352_right-2/004725	195	784	327	905
3.1	2018-03-23_1352_right-2/004725	1390	983	1415	1007
3.24	2018-03-23_1352_right-2/004726	168	782	310	907
3.1	2018-03-23_1352_right-2/004726	1384	980	1412	1006
3.24	2018-03-23_1352_right-2/004727	162	784	301	912
3.1	2018-03-23_1352_right-2/004727	1390	993	1416	1016
3.24	2018-03-23_1352_right-2/004728	149	770	286	899
3.1	2018-03-23_1352_right-2/004728	1387	977	1413	1000
3.24	2018-03-23_1352_right-2/004729	126	772	256	893
3.1	2018-03-23_1352_right-2/004729	1384	981	1412	1006
3.24	2018-03-23_1352_right-2/004730	99	764	245	889
3.1	2018-03-23_1352_right-2/004730	1386	976	1414	1000
3.24	2018-03-23_1352_right-2/004731	83	745	223	880
3.1	2018-03-23_1352_right-2/004731	1383	969	1412	994
3.24	2018-03-23_1352_right-2/004732	64	757	195	882
3.1	2018-03-23_1352_right-2/004732	1382	976	1408	1000
3.24	2018-03-23_1352_right-2/004733	41	733	183	875
3.1	2018-03-23_1352_right-2/004733	1382	965	1408	989
3.24	2018-03-23_1352_right-2/004734	24	742	168	881
3.1	2018-03-23_1352_right-2/004734	1381	974	1410	999
3.24	2018-03-23_1352_right-2/004735	0	737	131	868
3.1	2018-03-23_1352_right-2/004735	1377	972	1403	995
3.27	2018-03-23_1352_right-2/004736	0	737	106	853
3.1	2018-03-23_1352_right-2/004736	1375	967	1403	992
3.27	2018-03-23_1352_right-2/004737	0	748	77	859
3.1	2018-03-23_1352_right-2/004737	1376	971	1405	996
3.1	2018-03-23_1352_right-2/004738	1373	970	1401	997
3.1	2018-03-23_1352_right-2/004739	1374	967	1403	993
3.1	2018-03-23_1352_right-2/004740	1376	964	1404	990
3.1	2018-03-23_1352_right-2/004741	1370	962	1400	989
3.1	2018-03-23_1352_right-2/004742	1375	967	1404	992
3.1	2018-03-23_1352_right-2/004743	1370	967	1399	993
3.1	2018-03-23_1352_right-2/004744	1372	963	1401	989
3.1	2018-03-23_1352_right-2/004745	1372	967	1400	991
3.1	2018-03-23_1352_right-2/004746	1370	962	1399	989
3.1	2018-03-23_1352_right-2/004747	1370	968	1399	993
3.1	2018-03-23_1352_right-2/004748	1369	957	1399	983
3.1	2018-03-23_1352_right-2/004749	1371	962	1399	989
3.1	2018-03-23_1352_right-2/004750	1366	963	1394	989
3.1	2018-03-23_1352_right-2/004751	1371	959	1399	983
3.1	2018-03-23_1352_right-2/004752	1368	960	1397	984
3.1	2018-03-23_1352_right-2/004753	1366	959	1395	983
3.1	2018-03-23_1352_right-2/004754	1373	956	1403	984
3.1	2018-03-23_1352_right-2/004755	1365	957	1396	982
3.1	2018-03-23_1352_right-2/004756	1369	956	1399	983
3.1	2018-03-23_1352_right-2/004757	1372	952	1402	980
3.1	2018-03-23_1352_right-2/004758	1366	955	1395	982
3.1	2018-03-23_1352_right-2/004759	1372	954	1402	981
3.1	2018-03-23_1352_right-2/004760	1368	958	1399	984
3.1	2018-03-23_1352_right-2/004761	1373	950	1401	976
3.1	2018-03-23_1352_right-2/004762	1369	958	1402	988
3.1	2018-03-23_1352_right-2/004763	1372	947	1401	974
3.1	2018-03-23_1352_right-2/004764	1368	958	1400	988
3.1	2018-03-23_1352_right-2/004765	1372	951	1402	978
3.1	2018-03-23_1352_right-2/004766	1372	955	1402	982
3.1	2018-03-23_1352_right-2/004767	1371	954	1402	981
3.1	2018-03-23_1352_right-2/004768	1374	950	1404	978
3.1	2018-03-23_1352_right-2/004769	1375	949	1404	977
3.1	2018-03-23_1352_right-2/004770	1371	951	1400	976
3.1	2018-03-23_1352_right-2/004771	1374	951	1404	979
3.1	2018-03-23_1352_right-2/004772	1373	952	1404	981
3.1	2018-03-23_1352_right-2/004773	1375	953	1406	981
3.1	2018-03-23_1352_right-2/004774	1369	959	1404	991
3.1	2018-03-23_1352_right-2/004775	1372	958	1406	990
3.1	2018-03-23_1352_right-2/004776	1370	963	1404	995
3.1	2018-03-23_1352_right-2/004777	1371	964	1403	994
3.1	2018-03-23_1352_right-2/004778	1369	971	1402	1000
3.1	2018-03-23_1352_right-2/004779	1369	974	1403	1003
3.1	2018-03-23_1352_right-2/004780	1366	981	1397	1007
3.1	2018-03-23_1352_right-2/004781	1366	983	1399	1010
3.1	2018-03-23_1352_right-2/004782	1363	979	1396	1008
3.1	2018-03-23_1352_right-2/004783	1358	987	1389	1017
3.1	2018-03-23_1352_right-2/004784	1365	978	1397	1007
3.1	2018-03-23_1352_right-2/004785	1358	984	1389	1015
3.1	2018-03-23_1352_right-2/004786	1358	972	1388	1000
3.1	2018-03-23_1352_right-2/004787	1362	968	1395	997
3.1	2018-03-23_1352_right-2/004788	1358	964	1389	992
3.1	2018-03-23_1352_right-2/004789	1361	958	1392	987
3.1	2018-03-23_1352_right-2/004790	1359	957	1390	986
3.1	2018-03-23_1352_right-2/004791	1357	949	1390	980
3.1	2018-03-23_1352_right-2/004792	1360	947	1391	975
3.1	2018-03-23_1352_right-2/004793	1360	944	1397	976
3.1	2018-03-23_1352_right-2/004794	1359	938	1391	968
3.1	2018-03-23_1352_right-2/004795	1364	939	1397	969
3.1	2018-03-23_1352_right-2/004796	1362	933	1397	961
3.1	2018-03-23_1352_right-2/004797	1361	939	1397	970
3.1	2018-03-23_1352_right-2/004798	1359	942	1393	972
3.1	2018-03-23_1352_right-2/004799	1359	941	1398	974
3.1	2018-03-23_1352_right-2/004800	1360	941	1397	973
3.1	2018-03-23_1352_right-2/004801	1358	938	1392	967
3.1	2018-03-23_1352_right-2/004802	1358	942	1397	974
3.1	2018-03-23_1352_right-2/004803	1364	935	1402	965
3.1	2018-03-23_1352_right-2/004804	1361	936	1397	965
3.1	2018-03-23_1352_right-2/004805	1361	934	1401	966
3.1	2018-03-23_1352_right-2/004806	1365	939	1401	971
3.1	2018-03-23_1352_right-2/004807	1369	928	1405	962
3.1	2018-03-23_1352_right-2/004808	1368	946	1404	980
3.1	2018-03-23_1352_right-2/004809	1370	934	1408	970
3.1	2018-03-23_1352_right-2/004810	1372	942	1410	975
3.1	2018-03-23_1352_right-2/004811	1375	938	1414	971
3.1	2018-03-23_1352_right-2/004812	1374	945	1412	978
3.1	2018-03-23_1352_right-2/004813	1376	942	1414	977
3.1	2018-03-23_1352_right-2/004814	1378	937	1418	973
3.1	2018-03-23_1352_right-2/004815	1375	949	1417	983
3.1	2018-03-23_1352_right-2/004816	1379	944	1415	975
3.1	2018-03-23_1352_right-2/004817	1381	938	1420	975
3.1	2018-03-23_1352_right-2/004818	1383	945	1422	984
3.1	2018-03-23_1352_right-2/004819	1382	938	1423	977
3.1	2018-03-23_1352_right-2/004820	1387	933	1426	968
3.1	2018-03-23_1352_right-2/004821	1383	939	1419	972
3.1	2018-03-23_1352_right-2/004822	1392	934	1434	969
3.1	2018-03-23_1352_right-2/004823	1394	936	1434	973
3.1	2018-03-23_1352_right-2/004824	1395	923	1436	960
3.1	2018-03-23_1352_right-2/004825	1395	933	1435	969
3.1	2018-03-23_1352_right-2/004826	1399	926	1439	966
3.1	2018-03-23_1352_right-2/004827	1400	931	1439	970
3.1	2018-03-23_1352_right-2/004828	1402	929	1443	969
3.1	2018-03-23_1352_right-2/004829	1403	925	1445	963
3.1	2018-03-23_1352_right-2/004830	1407	930	1449	969
3.1	2018-03-23_1352_right-2/004831	1411	935	1447	970
3.1	2018-03-23_1352_right-2/004832	1409	921	1452	960
3.1	2018-03-23_1352_right-2/004834	1416	927	1452	962
3.1	2018-03-23_1352_right-2/004835	1413	940	1450	976
3.1	2018-03-23_1352_right-2/004836	1415	929	1458	970
3.1	2018-03-23_1352_right-2/004837	1422	932	1464	971
3.1	2018-03-23_1352_right-2/004838	1420	938	1463	976
3.1	2018-03-23_1352_right-2/004839	1422	937	1467	980
3.1	2018-03-23_1352_right-2/004840	1428	936	1471	977
3.1	2018-03-23_1352_right-2/004841	1427	940	1470	982
3.1	2018-03-23_1352_right-2/004842	1432	939	1477	981
3.1	2018-03-23_1352_right-2/004843	1423	944	1481	990
3.1	2018-03-23_1352_right-2/004844	1433	938	1479	981
3.1	2018-03-23_1352_right-2/004845	1437	939	1483	984
3.1	2018-03-23_1352_right-2/004846	1435	941	1482	985
3.1	2018-03-23_1352_right-2/004847	1442	930	1487	975
3.1	2018-03-23_1352_right-2/004848	1443	940	1488	986
3.1	2018-03-23_1352_right-2/004849	1443	933	1488	977
3.1	2018-03-23_1352_right-2/004850	1447	939	1490	980
3.1	2018-03-23_1352_right-2/004851	1449	935	1494	974
3.1	2018-03-23_1352_right-2/004852	1453	921	1499	964
3.1	2018-03-23_1352_right-2/004853	1458	930	1505	977
3.1	2018-03-23_1352_right-2/004854	1457	931	1500	973
3.1	2018-03-23_1352_right-2/004855	1459	921	1508	969
3.1	2018-03-23_1352_right-2/004856	1463	916	1513	963
3.1	2018-03-23_1352_right-2/004857	1460	930	1509	979
3.1	2018-03-23_1352_right-2/004859	1471	930	1521	979
3.1	2018-03-23_1352_right-2/004860	1469	933	1515	980
3.1	2018-03-23_1352_right-2/004861	1474	936	1520	980
3.1	2018-03-23_1352_right-2/004862	1479	933	1528	980
3.1	2018-03-23_1352_right-2/004863	1477	934	1530	984
3.1	2018-03-23_1352_right-2/004864	1484	936	1530	984
3.1	2018-03-23_1352_right-2/004865	1489	931	1540	985
3.1	2018-03-23_1352_right-2/004866	1491	931	1540	982
3.1	2018-03-23_1352_right-2/004867	1494	940	1544	990
3.1	2018-03-23_1352_right-2/004868	1498	929	1550	982
3.1	2018-03-23_1352_right-2/004869	1503	931	1552	981
3.1	2018-03-23_1352_right-2/004870	1508	932	1554	982
3.1	2018-03-23_1352_right-2/004871	1507	929	1558	984
3.1	2018-03-23_1352_right-2/004872	1516	939	1568	986
3.1	2018-03-23_1352_right-2/004873	1515	910	1566	960
3.1	2018-03-23_1352_right-2/004874	1515	934	1570	985
3.1	2018-03-23_1352_right-2/004876	1526	919	1570	967
3.1	2018-03-23_1352_right-2/004877	1529	921	1580	973
3.1	2018-03-23_1352_right-2/004878	1529	917	1581	969
3.1	2018-03-23_1352_right-2/004879	1534	925	1586	975
3.1	2018-03-23_1352_right-2/004880	1534	927	1588	988
3.1	2018-03-23_1352_right-2/004881	1541	916	1600	974
3.1	2018-03-23_1352_right-2/004882	1548	926	1603	980
3.1	2018-03-23_1352_right-2/004883	1551	922	1606	972
3.1	2018-03-23_1352_right-2/004884	1559	924	1610	974
3.1	2018-03-23_1352_right-2/004885	1558	918	1615	973
3.1	2018-03-23_1352_right-2/004886	1566	922	1622	977
3.1	2018-03-23_1352_right-2/004887	1568	924	1623	975
3.1	2018-03-23_1352_right-2/004889	1569	936	1632	1000
3.1	2018-03-23_1352_right-2/004894	1591	931	1668	994
3.1	2018-03-23_1352_right-2/004895	1594	940	1669	1000
3.1	2018-03-23_1352_right-2/004896	1605	936	1672	994
3.1	2018-03-23_1352_right-2/004897	1604	938	1677	1001
3.1	2018-03-23_1352_right-2/004898	1609	933	1679	1003
3.1	2018-03-23_1352_right-2/004899	1615	932	1687	996
3.1	2018-03-23_1352_right-2/004900	1629	929	1700	989
3.1	2018-03-23_1352_right-2/004901	1634	920	1709	983
3.1	2018-03-23_1352_right-2/004903	1644	911	1714	979
3.1	2018-03-23_1352_right-2/004905	1660	908	1732	978
3.1	2018-03-23_1352_right-2/004906	1665	901	1739	973
3.1	2018-03-23_1352_right-2/004907	1673	907	1753	981
3.1	2018-03-23_1352_right-2/004909	1692	898	1774	975
3.1	2018-03-23_1352_right-2/004910	1701	900	1782	977
3.1	2018-03-23_1352_right-2/004911	1721	895	1802	969
3.1	2018-03-23_1352_right-2/004912	1725	894	1810	977
3.1	2018-03-23_1352_right-2/004913	1742	888	1827	967
3.27	2018-03-23_1352_right-2/004913	1926	998	1939	1013
3.1	2018-03-23_1352_right-2/004914	1744	892	1836	976
3.27	2018-03-23_1352_right-2/004914	1930	1006	1944	1020
3.1	2018-03-23_1352_right-2/004920	1825	883	1922	970
3.1	2018-03-23_1352_right-2/004923	1871	880	1964	971
3.1	2018-03-23_1352_right-2/004925	1898	873	1998	963
3.1	2018-03-23_1352_right-2/004926	1911	874	2010	969
3.1	2018-03-23_1352_right-2/004927	1931	871	2034	962
3.1	2018-03-23_1352_right-2/004928	1939	870	2046	968
3.1	2018-03-23_1352_right-2/004929	1960	868	2063	962
3.1	2018-03-23_1352_right-2/004930	1979	875	2085	966
3.1	2018-03-23_1352_right-2/004931	1992	854	2105	958
3.1	2018-03-23_1352_right-2/004932	2017	867	2123	963
3.1	2018-03-23_1352_right-2/004933	2023	847	2144	950
3.1	2018-03-23_1352_right-2/004934	2058	847	2169	956
3.1	2018-03-23_1352_right-2/004935	2073	848	2195	948
3.1	2018-03-23_1352_right-2/004936	2098	844	2217	951
3.1	2018-03-23_1352_right-2/004937	2121	841	2244	949
3.1	2018-03-23_1352_right-2/004938	2149	825	2272	941
3.1	2018-03-23_1352_right-2/004939	2166	830	2300	948
3.1	2018-03-23_1352_right-2/004940	2202	820	2309	923
3.1	2018-03-23_1352_right-2/004941	2223	817	2351	928
3.1	2018-03-23_1352_right-2/004942	2252	804	2380	904
3.1	2018-03-23_1352_right-2/004943	2269	802	2404	921
3.1	2018-03-23_1352_right-2/004944	2308	798	2430	908
3.27	2018-03-23_1352_right-2/005089	23	977	44	1001
4.1	2018-03-23_1352_right-2/005090	32	978	54	999
5.19	2018-03-23_1352_right-2/005092	54	979	76	1002
4.2	2018-03-23_1352_right-2/005195	1183	1018	1205	1047
4.1	2018-03-23_1352_right-2/005197	1178	1015	1209	1047
4.1	2018-03-23_1352_right-2/005203	1170	1001	1199	1033
4.1	2018-03-23_1352_right-2/005204	1172	999	1200	1031
4.1	2018-03-23_1352_right-2/005209	1159	996	1188	1028
4.1	2018-03-23_1352_right-2/005210	1159	1007	1189	1042
4.2	2018-03-23_1352_right-2/005212	1152	1000	1188	1039
4.1	2018-03-23_1352_right-2/005221	1119	1003	1155	1044
4.1	2018-03-23_1352_right-2/005222	1111	998	1147	1037
4.1	2018-03-23_1352_right-2/005224	1099	1011	1133	1046
4.1	2018-03-23_1352_right-2/005229	1060	1021	1096	1057
4.1	2018-03-23_1352_right-2/005230	1052	1012	1094	1053
4.1	2018-03-23_1352_right-2/005232	1041	1007	1080	1048
4.1	2018-03-23_1352_right-2/005234	1027	1012	1062	1054
4.1	2018-03-23_1352_right-2/005237	997	1013	1041	1054
4.1	2018-03-23_1352_right-2/005239	987	1009	1027	1049
4.1	2018-03-23_1352_right-2/005240	979	1012	1019	1051
4.1	2018-03-23_1352_right-2/005243	955	1010	996	1053
4.2	2018-03-23_1352_right-2/005245	945	1009	987	1057
4.1	2018-03-23_1352_right-2/005246	929	1013	970	1057
4.1	2018-03-23_1352_right-2/005247	920	1013	966	1058
4.2	2018-03-23_1352_right-2/005250	902	1012	944	1056
4.1	2018-03-23_1352_right-2/005251	886	1011	934	1056
4.1	2018-03-23_1352_right-2/005253	873	1004	919	1051
4.1	2018-03-23_1352_right-2/005256	849	1008	895	1058
4.2	2018-03-23_1352_right-2/005257	844	1013	889	1061
4.1	2018-03-23_1352_right-2/005260	818	1017	869	1066
4.1	2018-03-23_1352_right-2/005264	792	1019	843	1071
4.1	2018-03-23_1352_right-2/005272	713	1022	769	1087
4.1	2018-03-23_1352_right-2/005274	685	1022	752	1092
3.27	2018-03-23_1352_right-2/005274	1878	968	1894	984
3.27	2018-03-23_1352_right-2/005275	1876	967	1893	983
4.1	2018-03-23_1352_right-2/005281	605	1018	667	1085
4.1	2018-03-23_1352_right-2/005284	580	1025	643	1095
4.1	2018-03-23_1352_right-2/005288	527	1022	587	1093
4.1	2018-03-23_1352_right-2/005290	487	1034	557	1111
4.1	2018-03-23_1352_right-2/005303	300	1055	384	1141
4.1	2018-03-23_1352_right-2/005304	288	1054	378	1144
4.1	2018-03-23_1352_right-2/005309	186	1050	288	1156
4.1	2018-03-23_1352_right-2/005310	170	1049	276	1164
4.1	2018-03-23_1352_right-2/005312	131	1059	233	1162
4.1	2018-03-23_1352_right-2/005313	110	1053	206	1153
4.1	2018-03-23_1352_right-2/005314	81	1058	181	1160
4.1	2018-03-23_1352_right-2/005315	63	1060	156	1174
4.1	2018-03-23_1352_right-2/005317	6	1065	103	1188
4.2	2018-03-23_1352_right-2/005318	0	1058	72	1200
4.2	2018-03-23_1352_right-2/005354	743	971	753	982
3.24	2018-03-23_1352_right-2/005366	1228	943	1239	958
3.24	2018-03-23_1352_right-2/005427	481	965	548	1022
3.24	2018-03-23_1352_right-2/005435	493	976	566	1036
2.1	2018-03-23_1352_right-2/005440	501	964	569	1027
4.1	2018-03-23_1352_right-2/005459	2080	975	2093	989
3.24	2018-03-23_1352_right-2/005463	536	958	620	1036
3.24	2018-03-23_1352_right-2/005465	533	958	621	1039
3.24	2018-03-23_1352_right-2/005466	538	953	628	1036
3.24	2018-03-23_1352_right-2/005471	533	952	631	1037
3.24	2018-03-23_1352_right-2/005474	534	964	625	1044
3.24	2018-03-23_1352_right-2/005475	533	962	627	1045
4.1	2018-03-23_1352_right-2/005477	2228	983	2246	1001
3.24	2018-03-23_1352_right-2/005478	524	962	615	1039
3.24	2018-03-23_1352_right-2/005480	518	960	622	1044
3.24	2018-03-23_1352_right-2/005481	513	952	615	1034
4.1	2018-03-23_1352_right-2/005481	2252	976	2268	993
4.1	2018-03-23_1352_right-2/005482	2265	981	2281	998
3.27	2018-03-23_1352_right-2/005483	1883	960	1893	972
4.1	2018-03-23_1352_right-2/005483	2266	977	2281	992
4.1	2018-03-23_1352_right-2/005485	2283	974	2300	993
4.1	2018-03-23_1352_right-2/005487	2301	986	2315	1002
4.1	2018-03-23_1352_right-2/005488	2303	974	2317	990
3.24	2018-03-23_1352_right-2/005489	484	946	597	1030
4.1	2018-03-23_1352_right-2/005489	2308	987	2324	1002
4.1	2018-03-23_1352_right-2/005491	2323	982	2338	1000
4.1	2018-03-23_1352_right-2/005492	2335	976	2349	992
3.24	2018-03-23_1352_right-2/005494	477	948	591	1032
3.24	2018-03-23_1352_right-2/005498	464	946	580	1033
3.24	2018-03-23_1352_right-2/005499	462	940	577	1042
3.24	2018-03-23_1352_right-2/005501	456	948	567	1035
3.24	2018-03-23_1352_right-2/005502	444	948	564	1035
3.24	2018-03-23_1352_right-2/005504	437	944	555	1037
4.1	2018-03-23_1352_right-2/005504	1298	946	1310	960
3.24	2018-03-23_1352_right-2/005506	427	942	550	1040
3.27	2018-03-23_1352_right-2/005529	1642	921	1651	936
3.1	2018-03-23_1352_right-2/005543	344	935	358	948
2.1	2018-03-23_1352_right-2/005638	895	1002	914	1020
4.1	2018-03-23_1352_right-2/005703	957	865	976	888
4.1	2018-03-23_1352_right-2/005715	805	866	827	893
4.1	2018-03-23_1352_right-2/005745	2402	862	2446	911
4.1	2018-03-23_1352_right-2/005746	2392	865	2441	915
4.1	2018-03-23_1352_right-2/005747	2390	863	2439	913
4.1	2018-03-23_1352_right-2/005748	2379	865	2431	912
4.1	2018-03-23_1352_right-2/005749	2373	852	2427	903
4.1	2018-03-23_1352_right-2/005750	2358	862	2414	913
4.1	2018-03-23_1352_right-2/005751	2354	851	2409	900
4.1	2018-03-23_1352_right-2/005752	2344	854	2398	904
4.1	2018-03-23_1352_right-2/005753	2337	853	2389	903
4.1	2018-03-23_1352_right-2/005754	2326	838	2388	902
4.1	2018-03-23_1352_right-2/005755	2319	853	2372	904
4.1	2018-03-23_1352_right-2/005756	2310	847	2368	897
4.1	2018-03-23_1352_right-2/005758	2293	845	2353	895
4.1	2018-03-23_1352_right-2/005760	2289	838	2345	896
4.1	2018-03-23_1352_right-2/005762	2264	848	2320	898
4.1	2018-03-23_1352_right-2/005763	2269	843	2329	901
4.1	2018-03-23_1352_right-2/005764	2257	841	2313	898
4.1	2018-03-23_1352_right-2/005765	2241	847	2302	899
4.1	2018-03-23_1352_right-2/005766	2234	845	2294	900
4.1	2018-03-23_1352_right-2/005767	2224	848	2282	902
4.1	2018-03-23_1352_right-2/005768	2221	847	2279	902
4.1	2018-03-23_1352_right-2/005769	2211	848	2271	905
4.1	2018-03-23_1352_right-2/005771	2198	840	2256	898
3.24	2018-03-23_1352_right-2/005774	216	1033	258	1082
2.4	2018-03-23_1352_right-2/005778	2115	746	2156	783
4.1	2018-03-23_1352_right-2/005793	2113	821	2170	896
4.1	2018-03-23_1352_right-2/005794	2116	822	2169	888
4.1	2018-03-23_1352_right-2/005795	2098	827	2154	894
4.1	2018-03-23_1352_right-2/005796	2108	803	2174	877
4.1	2018-03-23_1352_right-2/005797	2093	826	2155	891
4.1	2018-03-23_1352_right-2/005798	2099	819	2160	885
4.1	2018-03-23_1352_right-2/005799	2100	807	2168	880
4.1	2018-03-23_1352_right-2/005800	2090	825	2170	903
4.1	2018-03-23_1352_right-2/005801	2094	802	2175	885
4.1	2018-03-23_1352_right-2/005802	2094	822	2171	898
4.1	2018-03-23_1352_right-2/005803	2090	810	2168	893
4.1	2018-03-23_1352_right-2/005804	2085	812	2163	891
4.1	2018-03-23_1352_right-2/005805	2080	815	2165	909
4.1	2018-03-23_1352_right-2/005806	2077	807	2164	890
4.1	2018-03-23_1352_right-2/005807	2070	814	2165	902
4.1	2018-03-23_1352_right-2/005808	2072	807	2165	900
4.1	2018-03-23_1352_right-2/005809	2073	810	2165	899
4.1	2018-03-23_1352_right-2/005810	2067	808	2160	900
