ytl	xtl	ybr	xbr	class	frame
813	38	874	113	2.4	2018-03-23_1352_right/001800
783	986	889	1070	5.20	2018-03-23_1352_right/003656
689	984	787	1068	5.19	2018-03-23_1352_right/003656
546	2263	714	2448	5.19	2018-03-23_1352_right/003656
633	2272	932	2448	5.20	2018-03-23_1352_right/003656
918	1351	948	1382	3.24	2018-03-23_1352_right/005999
769	1386	860	1474	5.20	2018-03-23_1352_right/001221
860	1959	971	2054	3.1	2018-03-23_1352_right/004929
876	349	932	381	5.20	2018-03-23_1352_right/002352
378	2039	597	2280	5.20	2018-03-23_1352_right/003309
856	1973	919	2018	5.19	2018-03-23_1352_right/003561
892	1115	920	1144	5.19	2018-03-23_1352_right/003561
901	1972	959	2017	5.20	2018-03-23_1352_right/003561
897	1173	944	1205	3.1	2018-03-23_1352_right/003561
332	1816	622	2095	5.20	2018-03-23_1352_right/001273
857	1620	914	1672	4.1	2018-03-23_1352_right/004184
849	612	913	676	3.27	2018-03-23_1352_right/004660
954	911	1002	954	5.20	2018-03-23_1352_right/000579
912	917	956	955	5.19	2018-03-23_1352_right/000579
570	1851	736	2026	3.24	2018-03-23_1352_right/006105
876	197	929	254	5.20	2018-03-23_1352_right/002376
681	1491	804	1611	5.20	2018-03-23_1352_right/001245
848	2032	966	2127	3.1	2018-03-23_1352_right/004933
780	2041	900	2145	4.1	2018-03-23_1352_right/005837
631	2014	787	2149	2.4	2018-03-23_1352_right/005837
895	792	924	814	2.4	2018-03-23_1352_right/001484
824	2184	882	2224	4.1	2018-03-23_1352_right/005783
839	786	907	840	5.19	2018-03-23_1352_right/000834
896	1590	960	1650	5.20	2018-03-23_1352_right/000834
734	1916	835	2017	3.27	2018-03-23_1352_right/000834
953	962	993	993	5.20	2018-03-23_1352_right/000533
890	1419	926	1456	5.20	2018-03-23_1352_right/000533
919	960	954	994	5.19	2018-03-23_1352_right/000533
640	2220	825	2406	2.4	2018-03-23_1352_right/001947
410	0	615	135	5.19	2018-03-23_1352_right/003717
614	0	816	130	5.20	2018-03-23_1352_right/003717
891	998	925	1033	3.27	2018-03-23_1352_right/008269
841	1534	874	1567	3.27	2018-03-23_1352_right/008269
838	2096	874	2121	5.19	2018-03-23_1352_right/008269
908	1200	935	1223	4.1	2018-03-23_1352_right/004068
871	2137	915	2178	2.4	2018-03-23_1352_right/001657
891	1264	928	1301	2.4	2018-03-23_1352_right/001657
882	446	922	489	2.4	2018-03-23_1352_right/001657
879	2071	909	2084	3.1	2018-03-23_1352_right/001657
688	414	811	526	5.19	2018-03-23_1352_right/000893
804	1907	920	2009	5.20	2018-03-23_1352_right/000893
686	1904	797	2015	5.19	2018-03-23_1352_right/000893
890	1639	959	1700	4.1	2018-03-23_1352_right/003773
844	1380	893	1432	5.20	2018-03-23_1352_right/003209
892	1366	935	1412	2.4	2018-03-23_1352_right/001685
880	479	918	519	2.4	2018-03-23_1352_right/001685
666	1704	793	1825	3.24	2018-03-23_1352_right/006096
877	531	955	602	3.27	2018-03-23_1352_right/004687
721	108	823	206	5.20	2018-03-23_1352_right/002461
663	1510	786	1592	5.20	2018-03-23_1352_right/002461
941	1372	988	1412	3.1	2018-03-23_1352_right/004813
672	1687	719	1745	2.4	2018-03-23_1352_right/007216
730	1693	771	1732	4.1	2018-03-23_1352_right/007216
805	371	865	416	3.1	2018-03-23_1352_right/007393
919	1348	946	1373	5.20	2018-03-23_1352_right/000399
971	1000	1003	1031	5.20	2018-03-23_1352_right/000497
924	838	962	856	2.4	2018-03-23_1352_right/001444
921	1492	993	1553	3.1	2018-03-23_1352_right/004870
894	1225	928	1258	2.1	2018-03-23_1352_right/006349
933	1228	957	1259	4.1	2018-03-23_1352_right/006349
918	1417	941	1434	2.4	2018-03-23_1352_right/006349
1011	1318	1074	1367	4.2	2018-03-23_1352_right/006349
940	1419	962	1434	4.1	2018-03-23_1352_right/006349
817	1299	871	1355	4.2	2018-03-23_1352_right/006349
562	1768	740	1930	5.20	2018-03-23_1352_right/003292
769	2345	874	2445	5.19	2018-03-23_1352_right/003612
879	2341	992	2443	5.20	2018-03-23_1352_right/003612
853	425	889	454	5.19	2018-03-23_1352_right/003612
851	448	917	506	3.1	2018-03-23_1352_right/003612
918	931	956	970	5.19	2018-03-23_1352_right/000557
957	932	998	968	5.20	2018-03-23_1352_right/000557
881	1451	919	1484	5.20	2018-03-23_1352_right/000557
497	2056	586	2151	2.4	2018-03-23_1352_right/007253
594	2070	683	2146	4.1	2018-03-23_1352_right/007253
862	857	909	908	2.1	2018-03-23_1352_right/006396
894	1105	929	1130	2.4	2018-03-23_1352_right/006396
917	871	947	902	4.1	2018-03-23_1352_right/006396
803	977	1021	1033	8.22	2018-03-23_1352_right/006396
1039	991	1145	1088	4.2	2018-03-23_1352_right/006396
934	1246	958	1267	5.20	2018-03-23_1352_right/000953
607	187	752	331	5.19	2018-03-23_1352_right/000906
613	2017	747	2153	5.19	2018-03-23_1352_right/000906
758	2022	900	2150	5.20	2018-03-23_1352_right/000906
769	897	878	982	5.20	2018-03-23_1352_right/003664
667	891	769	983	5.19	2018-03-23_1352_right/003664
763	2322	914	2440	5.20	2018-03-23_1352_right/003664
699	461	812	564	5.19	2018-03-23_1352_right/000890
697	1884	797	1983	5.19	2018-03-23_1352_right/000890
808	1883	921	1982	5.20	2018-03-23_1352_right/000890
900	1187	925	1214	5.19	2018-03-23_1352_right/003550
935	2394	1007	2448	5.20	2018-03-23_1352_right/003550
875	2396	940	2448	5.19	2018-03-23_1352_right/003550
865	1995	931	2036	5.19	2018-03-23_1352_right/003550
912	854	935	877	5.19	2018-03-23_1352_right/003550
891	996	925	1032	3.27	2018-03-23_1352_right/008425
840	1535	874	1567	3.27	2018-03-23_1352_right/008425
703	1020	791	1098	5.19	2018-03-23_1352_right/003653
791	1019	895	1101	5.20	2018-03-23_1352_right/003653
563	2244	748	2443	5.19	2018-03-23_1352_right/003653
748	2224	934	2435	5.20	2018-03-23_1352_right/003653
959	981	994	1012	5.20	2018-03-23_1352_right/000516
901	1405	936	1440	5.20	2018-03-23_1352_right/000516
768	1765	871	1840	4.1	2018-03-23_1352_right/004245
856	778	890	809	5.20	2018-03-23_1352_right/004245
943	1364	992	1403	3.1	2018-03-23_1352_right/004808
808	1676	887	1743	4.1	2018-03-23_1352_right/004223
570	1905	639	1979	2.4	2018-03-23_1352_right/007241
651	1913	720	1970	4.1	2018-03-23_1352_right/007241
800	1502	832	1534	3.1	2018-03-23_1352_right/007241
891	998	924	1032	3.27	2018-03-23_1352_right/008476
840	1534	873	1567	3.27	2018-03-23_1352_right/008476
969	1186	1028	1201	8.22	2018-03-23_1352_right/007679
810	1245	849	1278	3.1	2018-03-23_1352_right/007351
927	1470	970	1510	5.20	2018-03-23_1352_right/000174
883	1463	928	1511	3.27	2018-03-23_1352_right/000174
850	2132	909	2164	4.1	2018-03-23_1352_right/005790
756	1748	842	1839	3.27	2018-03-23_1352_right/000294
846	1748	936	1843	5.20	2018-03-23_1352_right/000294
933	1282	955	1305	5.20	2018-03-23_1352_right/000294
948	1783	979	1805	5.19	2018-03-23_1352_right/003414
957	1274	983	1300	3.24	2018-03-23_1352_right/003414
933	1370	962	1405	5.20	2018-03-23_1352_right/000456
894	1385	931	1427	3.24	2018-03-23_1352_right/006020
802	381	878	454	5.20	2018-03-23_1352_right/002433
773	1386	854	1441	5.20	2018-03-23_1352_right/002433
777	1384	856	1445	5.19	2018-03-23_1352_right/002433
891	997	924	1033	3.27	2018-03-23_1352_right/008365
840	1536	873	1568	3.27	2018-03-23_1352_right/008365
936	1367	982	1406	3.1	2018-03-23_1352_right/004810
867	692	905	726	5.19	2018-03-23_1352_right/003597
886	291	917	319	5.19	2018-03-23_1352_right/003597
870	737	927	788	3.1	2018-03-23_1352_right/003597
917	1495	962	1542	5.20	2018-03-23_1352_right/000199
866	1491	916	1544	3.27	2018-03-23_1352_right/000199
825	470	875	519	5.20	2018-03-23_1352_right/004302
878	469	936	517	3.24	2018-03-23_1352_right/004302
956	1353	974	1367	5.19	2018-03-23_1352_right/004302
919	1183	1011	1222	3.1	2018-03-23_1352_right/004302
994	347	1015	362	2.4	2018-03-23_1352_right/008009
854	1441	899	1510	3.24	2018-03-23_1352_right/006044
810	1039	877	1073	2.1	2018-03-23_1352_right/005695
838	851	887	899	5.19	2018-03-23_1352_right/000794
884	1513	934	1560	5.20	2018-03-23_1352_right/000794
774	1713	846	1788	3.27	2018-03-23_1352_right/000794
832	1510	885	1557	5.19	2018-03-23_1352_right/000794
877	1419	916	1464	3.24	2018-03-23_1352_right/006035
933	1460	973	1502	5.20	2018-03-23_1352_right/000170
886	1457	934	1506	3.27	2018-03-23_1352_right/000170
821	1741	909	1844	2.4	2018-03-23_1352_right/001833
947	1034	979	1056	5.20	2018-03-23_1352_right/000432
955	1358	994	1379	3.1	2018-03-23_1352_right/004167
855	978	892	1007	2.1	2018-03-23_1352_right/004167
868	1577	917	1625	4.1	2018-03-23_1352_right/004167
857	819	915	870	5.19	2018-03-23_1352_right/000821
854	1557	910	1613	5.19	2018-03-23_1352_right/000821
769	1824	857	1914	3.27	2018-03-23_1352_right/000821
911	1554	966	1616	5.20	2018-03-23_1352_right/000821
841	2126	905	2161	4.1	2018-03-23_1352_right/005792
763	2114	825	2169	2.4	2018-03-23_1352_right/005792
914	2249	967	2309	4.1	2018-03-23_1352_right/003736
279	1917	566	2169	5.20	2018-03-23_1352_right/002495
822	1511	883	1579	3.24	2018-03-23_1352_right/006065
592	609	679	679	2.4	2018-03-23_1352_right/006065
591	1862	656	1935	2.4	2018-03-23_1352_right/007237
665	1869	727	1921	4.1	2018-03-23_1352_right/007237
842	1422	888	1476	2.4	2018-03-23_1352_right/001722
832	385	877	431	2.4	2018-03-23_1352_right/001722
904	2116	952	2157	5.19	2018-03-23_1352_right/003491
925	1914	970	1939	5.20	2018-03-23_1352_right/003491
895	1913	931	1941	5.19	2018-03-23_1352_right/003491
948	2117	995	2150	5.20	2018-03-23_1352_right/003491
916	179	941	198	5.20	2018-03-23_1352_right/004035
856	930	898	978	2.1	2018-03-23_1352_right/006392
887	1167	918	1191	2.4	2018-03-23_1352_right/006392
820	1052	1007	1104	8.22	2018-03-23_1352_right/006392
908	938	938	969	4.1	2018-03-23_1352_right/006392
1018	1067	1130	1152	4.2	2018-03-23_1352_right/006392
902	1379	936	1414	3.24	2018-03-23_1352_right/006017
851	864	900	908	5.19	2018-03-23_1352_right/000784
792	1686	861	1755	3.27	2018-03-23_1352_right/000784
894	1501	945	1548	5.20	2018-03-23_1352_right/000784
844	1498	898	1545	5.19	2018-03-23_1352_right/000784
954	1365	995	1397	3.1	2018-03-23_1352_right/004760
891	1366	937	1415	2.4	2018-03-23_1352_right/001686
880	479	920	517	2.4	2018-03-23_1352_right/001686
843	1581	866	1598	3.1	2018-03-23_1352_right/001686
794	653	895	748	5.19	2018-03-23_1352_right/000679
898	647	1000	747	5.20	2018-03-23_1352_right/000679
903	1038	935	1068	5.19	2018-03-23_1352_right/000679
876	1541	912	1581	3.27	2018-03-23_1352_right/000679
889	2359	951	2419	5.19	2018-03-23_1352_right/003534
879	2026	928	2064	5.19	2018-03-23_1352_right/003534
923	2022	970	2059	5.20	2018-03-23_1352_right/003534
949	2358	1007	2412	5.20	2018-03-23_1352_right/003534
774	1753	872	1831	4.1	2018-03-23_1352_right/004243
937	1330	975	1367	5.19	2018-03-23_1352_right/003133
523	2168	695	2348	5.19	2018-03-23_1352_right/000918
698	2174	883	2352	5.20	2018-03-23_1352_right/000918
917	2202	972	2261	4.1	2018-03-23_1352_right/003739
914	974	948	1003	3.24	2018-03-23_1352_right/004181
855	1620	909	1669	4.1	2018-03-23_1352_right/004181
936	1273	964	1291	3.1	2018-03-23_1352_right/004128
905	1236	939	1260	2.1	2018-03-23_1352_right/006306
941	1233	964	1257	4.1	2018-03-23_1352_right/006306
921	1288	993	1305	8.22	2018-03-23_1352_right/006306
846	386	940	485	3.27	2018-03-23_1352_right/004709
994	1381	1027	1403	3.1	2018-03-23_1352_right/004709
813	1485	838	1510	4.1	2018-03-23_1352_right/007160
787	1481	813	1510	2.4	2018-03-23_1352_right/007160
909	1258	933	1285	4.2	2018-03-23_1352_right/006249
645	1755	698	1816	2.4	2018-03-23_1352_right/007225
711	1764	754	1800	4.1	2018-03-23_1352_right/007225
658	1719	711	1774	2.4	2018-03-23_1352_right/007220
719	1724	763	1762	4.1	2018-03-23_1352_right/007220
862	1116	911	1159	2.1	2018-03-23_1352_right/006378
896	1338	924	1356	2.4	2018-03-23_1352_right/006378
915	1122	945	1155	4.1	2018-03-23_1352_right/006378
858	1242	994	1281	8.22	2018-03-23_1352_right/006378
1011	1249	1102	1323	4.2	2018-03-23_1352_right/006378
743	1228	819	1293	4.2	2018-03-23_1352_right/006378
870	1424	915	1479	3.24	2018-03-23_1352_right/006038
819	244	879	299	2.4	2018-03-23_1352_right/001773
843	1580	900	1645	2.4	2018-03-23_1352_right/001773
798	1661	877	1744	2.4	2018-03-23_1352_right/001817
650	2178	859	2374	2.4	2018-03-23_1352_right/001938
891	741	934	774	3.24	2018-03-23_1352_right/004253
935	1277	991	1305	3.1	2018-03-23_1352_right/004253
850	740	887	775	5.20	2018-03-23_1352_right/004253
741	1810	853	1893	4.1	2018-03-23_1352_right/004253
799	1930	919	2047	5.20	2018-03-23_1352_right/000318
678	1939	813	2058	3.27	2018-03-23_1352_right/000318
931	1293	954	1317	5.20	2018-03-23_1352_right/000318
911	1709	926	1722	4.1	2018-03-23_1352_right/007610
957	1248	970	1263	4.1	2018-03-23_1352_right/007610
909	1140	944	1166	5.20	2018-03-23_1352_right/001078
951	1367	990	1401	3.1	2018-03-23_1352_right/004757
779	2020	919	2157	5.20	2018-03-23_1352_right/000326
644	2026	785	2159	3.27	2018-03-23_1352_right/000326
930	1294	953	1320	5.20	2018-03-23_1352_right/000326
900	905	947	952	5.19	2018-03-23_1352_right/000589
944	903	995	949	5.20	2018-03-23_1352_right/000589
691	1945	800	2047	5.19	2018-03-23_1352_right/000710
667	247	836	410	5.19	2018-03-23_1352_right/000710
881	964	920	998	5.19	2018-03-23_1352_right/000710
852	1552	895	1601	3.27	2018-03-23_1352_right/000710
842	240	1007	395	5.20	2018-03-23_1352_right/000710
918	1449	951	1480	5.20	2018-03-23_1352_right/000710
547	2388	715	2446	5.20	2018-03-23_1352_right/000710
879	1445	918	1482	5.19	2018-03-23_1352_right/000710
740	1504	828	1581	5.20	2018-03-23_1352_right/003251
578	2277	726	2423	5.19	2018-03-23_1352_right/000744
839	1586	895	1643	3.27	2018-03-23_1352_right/000744
876	900	921	937	5.19	2018-03-23_1352_right/000744
915	1452	961	1490	5.20	2018-03-23_1352_right/000744
876	1449	919	1490	5.19	2018-03-23_1352_right/000744
941	1368	982	1405	3.1	2018-03-23_1352_right/004769
891	996	925	1032	3.27	2018-03-23_1352_right/008478
839	1535	873	1567	3.27	2018-03-23_1352_right/008478
676	929	778	1013	5.19	2018-03-23_1352_right/003661
768	931	886	1016	5.20	2018-03-23_1352_right/003661
714	2294	914	2448	5.20	2018-03-23_1352_right/003661
509	2293	704	2448	5.19	2018-03-23_1352_right/003661
883	1345	900	1357	4.1	2018-03-23_1352_right/007046
819	1102	862	1133	3.1	2018-03-23_1352_right/007360
898	1440	933	1477	3.27	2018-03-23_1352_right/000106
807	2069	890	2147	4.1	2018-03-23_1352_right/005814
695	2041	792	2160	2.4	2018-03-23_1352_right/005814
892	998	925	1032	3.27	2018-03-23_1352_right/008301
840	1535	873	1568	3.27	2018-03-23_1352_right/008301
836	2097	873	2121	5.19	2018-03-23_1352_right/008301
786	619	890	715	5.19	2018-03-23_1352_right/000683
903	1028	935	1059	5.19	2018-03-23_1352_right/000683
876	618	1005	713	5.20	2018-03-23_1352_right/000683
876	1541	917	1583	3.27	2018-03-23_1352_right/000683
770	1795	856	1828	5.20	2018-03-23_1352_right/000683
928	1465	961	1491	5.20	2018-03-23_1352_right/000683
820	1178	871	1204	2.1	2018-03-23_1352_right/005680
884	1330	920	1360	4.1	2018-03-23_1352_right/004091
825	954	870	989	3.1	2018-03-23_1352_right/007368
790	1629	863	1699	2.4	2018-03-23_1352_right/001801
800	35	864	105	2.4	2018-03-23_1352_right/001801
924	1471	967	1511	5.20	2018-03-23_1352_right/000176
878	1468	923	1514	3.27	2018-03-23_1352_right/000176
828	1031	869	1063	3.1	2018-03-23_1352_right/007364
882	1467	927	1523	2.4	2018-03-23_1352_right/001734
875	373	918	420	2.4	2018-03-23_1352_right/001734
899	1223	925	1250	5.19	2018-03-23_1352_right/003544
875	2382	940	2444	5.19	2018-03-23_1352_right/003544
935	2380	1007	2438	5.20	2018-03-23_1352_right/003544
858	1622	914	1675	4.1	2018-03-23_1352_right/004187
898	1435	936	1471	3.27	2018-03-23_1352_right/000127
617	687	739	791	5.19	2018-03-23_1352_right/003681
687	684	901	791	5.20	2018-03-23_1352_right/003681
900	1433	936	1469	3.27	2018-03-23_1352_right/000116
871	572	942	640	3.27	2018-03-23_1352_right/004675
917	926	959	966	5.19	2018-03-23_1352_right/000562
958	924	1001	963	5.20	2018-03-23_1352_right/000562
843	789	909	841	5.19	2018-03-23_1352_right/000833
899	1587	965	1646	5.20	2018-03-23_1352_right/000833
737	1908	841	2012	3.27	2018-03-23_1352_right/000833
839	1587	902	1646	5.19	2018-03-23_1352_right/000833
618	2251	829	2437	2.4	2018-03-23_1352_right/001960
891	996	924	1032	3.27	2018-03-23_1352_right/008342
840	1535	873	1567	3.27	2018-03-23_1352_right/008342
890	997	925	1032	3.27	2018-03-23_1352_right/008490
840	1535	873	1568	3.27	2018-03-23_1352_right/008490
899	1149	937	1180	5.20	2018-03-23_1352_right/001096
747	320	833	352	2.4	2018-03-23_1352_right/005741
884	1162	921	1185	2.4	2018-03-23_1352_right/001531
891	997	925	1033	3.27	2018-03-23_1352_right/008331
840	1535	873	1568	3.27	2018-03-23_1352_right/008331
837	2096	874	2122	5.19	2018-03-23_1352_right/008331
910	1330	933	1355	5.20	2018-03-23_1352_right/000375
706	1042	792	1122	5.19	2018-03-23_1352_right/003651
574	2240	749	2434	5.19	2018-03-23_1352_right/003651
785	1042	896	1123	5.20	2018-03-23_1352_right/003651
733	2229	936	2431	5.20	2018-03-23_1352_right/003651
638	1528	783	1675	5.20	2018-03-23_1352_right/001252
849	653	992	711	3.1	2018-03-23_1352_right/004344
930	928	948	943	5.19	2018-03-23_1352_right/004344
966	215	991	235	2.4	2018-03-23_1352_right/008043
956	1732	982	1753	5.19	2018-03-23_1352_right/003396
736	235	814	275	2.4	2018-03-23_1352_right/003396
890	998	924	1033	3.27	2018-03-23_1352_right/008299
874	208	928	264	5.20	2018-03-23_1352_right/002377
869	924	919	956	5.19	2018-03-23_1352_right/002377
844	795	906	853	5.19	2018-03-23_1352_right/000830
743	1887	844	1983	3.27	2018-03-23_1352_right/000830
903	1580	962	1636	5.20	2018-03-23_1352_right/000830
840	1581	906	1639	5.19	2018-03-23_1352_right/000830
809	2052	899	2130	4.1	2018-03-23_1352_right/005824
686	2018	796	2141	2.4	2018-03-23_1352_right/005824
862	623	898	657	5.19	2018-03-23_1352_right/003601
791	2395	891	2448	5.19	2018-03-23_1352_right/003601
879	211	913	241	5.19	2018-03-23_1352_right/003601
859	665	915	721	3.1	2018-03-23_1352_right/003601
866	2395	999	2447	5.20	2018-03-23_1352_right/003601
891	874	939	917	5.19	2018-03-23_1352_right/000771
839	1646	907	1714	3.27	2018-03-23_1352_right/000771
887	1481	934	1524	5.19	2018-03-23_1352_right/000771
933	1482	981	1527	5.20	2018-03-23_1352_right/000771
907	2087	955	2126	5.19	2018-03-23_1352_right/003486
899	1892	931	1921	5.19	2018-03-23_1352_right/003486
953	2088	995	2118	5.20	2018-03-23_1352_right/003486
923	842	993	904	5.20	2018-03-23_1352_right/000640
859	845	929	908	5.19	2018-03-23_1352_right/000640
779	1693	849	1765	3.27	2018-03-23_1352_right/000786
839	864	886	906	5.19	2018-03-23_1352_right/000786
833	1501	895	1551	5.19	2018-03-23_1352_right/000786
901	1434	935	1469	3.27	2018-03-23_1352_right/000118
914	951	951	985	5.19	2018-03-23_1352_right/000541
947	948	988	985	5.20	2018-03-23_1352_right/000541
878	1428	917	1464	5.20	2018-03-23_1352_right/000541
841	1654	907	1716	4.1	2018-03-23_1352_right/004211
938	879	993	931	5.20	2018-03-23_1352_right/000607
887	881	939	931	5.19	2018-03-23_1352_right/000607
933	1366	977	1406	3.1	2018-03-23_1352_right/004809
491	2089	579	2186	2.4	2018-03-23_1352_right/007255
585	2098	669	2172	4.1	2018-03-23_1352_right/007255
691	1476	812	1596	5.20	2018-03-23_1352_right/001243
875	1435	916	1468	5.20	2018-03-23_1352_right/000547
945	940	989	976	5.20	2018-03-23_1352_right/000547
912	943	953	976	5.19	2018-03-23_1352_right/000547
806	1651	888	1737	2.4	2018-03-23_1352_right/001812
668	2015	837	2172	2.4	2018-03-23_1352_right/001891
884	1343	920	1373	4.1	2018-03-23_1352_right/004095
898	900	922	920	5.20	2018-03-23_1352_right/004095
899	1408	934	1442	5.20	2018-03-23_1352_right/000520
957	976	994	1005	5.20	2018-03-23_1352_right/000520
925	974	960	1005	5.19	2018-03-23_1352_right/000520
873	981	907	1020	3.27	2018-03-23_1352_right/008226
827	1512	862	1545	3.27	2018-03-23_1352_right/008226
880	2353	918	2375	5.19	2018-03-23_1352_right/000994
916	1267	939	1291	5.20	2018-03-23_1352_right/000994
800	1591	836	1622	3.1	2018-03-23_1352_right/007328
899	1952	959	2000	5.20	2018-03-23_1352_right/003570
847	1953	913	2001	5.19	2018-03-23_1352_right/003570
891	1051	920	1080	5.19	2018-03-23_1352_right/003570
896	1111	935	1149	3.1	2018-03-23_1352_right/003570
814	810	862	852	3.1	2018-03-23_1352_right/007375
913	963	948	989	3.24	2018-03-23_1352_right/004145
891	994	924	1032	3.27	2018-03-23_1352_right/008392
840	1535	873	1568	3.27	2018-03-23_1352_right/008392
922	1385	954	1423	5.20	2018-03-23_1352_right/000488
886	1337	922	1368	4.1	2018-03-23_1352_right/004093
896	898	922	917	5.20	2018-03-23_1352_right/004093
